99.999900,WALL,94.969143,94.836046,93.591206,93.215857
99.424724,97.846025,95.521592,94.310269,WALL,92.801693
97.951464,96.564528,95.208038,94.125258,92.989195,92.718301
96.529158,95.406194,94.164595,93.000559,92.737989,91.752446
95.263207,WALL,WALL,WALL,91.408194,91.467645
93.860878,92.628197,91.410887,90.208755,89.443234,90.174532
