100.000000,WALL,94.969243,94.836145,93.591306,93.215955
99.424824,97.846125,95.521692,94.310369,WALL,92.801791
97.951564,96.564628,95.208137,94.125358,92.989294,92.718400
96.529258,95.406293,94.164695,93.000659,92.738088,91.752546
95.263307,WALL,WALL,WALL,91.408293,91.467744
93.860977,92.628297,91.410986,90.208854,89.443333,90.174631
